"peak_id","peak_chr","peak_start","peak_end","peak_mid","peak_score","win10_start","win10_end","genes_TSS_10kb","genes_geneBodyOverlap_10kb","nearest_gene","nearest_proteincoding_gene","nearest_proteincoding_gene_distance","peak_overlap_type","peak_distanceToTSS","peak_overlap_simple","sequence_name","peak_overlap_custom"
"chr19:56355547-56355945","chr19",56355547,56355945,56355746,236,56345746,56365746,"","ZSCAN5A-AS1,ZSCAN5A","ZSCAN5A","ZSCAN5A",12637,"Intron (ENST00000651636.1/112268243, intron 4 of 4)",9052,"Intron","chr19_56355547-56355945","Intron"
"chr19:56880766-56881273","chr19",56880766,56881273,56881019,471,56871019,56891019,"","","LOC124904779","ZIM2",-40290,"Distal Intergenic",16198,"Intergenic","chr19_56880766-56881273","Intergenic"
"chr19:56955758-56956341","chr19",56955758,56956341,56956049,579,56946049,56966049,"","","LOC124904779","ZIM2",-115320,"Distal Intergenic",91190,"Intergenic","chr19_56955758-56956341","Intergenic"
"chr19:58150631-58151111","chr19",58150631,58151111,58150871,471,58140871,58160871,"LOC124904784,ZNF329","LOC124904784,ZNF329","ZNF329","ZNF329",4239,"Promoter (<=1kb)",0,"Promoter","chr19_58150631-58151111","Promoter"
"chr20:401652-402297","chr20",401652,402297,401974,1316,391974,411974,"RBCK1","RBCK1,TRIB3","TRIB3","TRIB3",39139,"Distal Intergenic",-5201,"Intergenic","chr20_401652-402297","Intergenic"
"chr20:510476-510879","chr20",510476,510879,510677,137,500677,520677,"","CSNK2A1","CSNK2A1","CSNK2A1",33144,"Promoter (1-2kb)",-1978,"Promoter","chr20_510476-510879","Promoter"
"chr20:531509-532082","chr20",531509,532082,531795,719,521795,541795,"","CSNK2A1","CSNK2A1","CSNK2A1",12026,"Intron (ENST00000217244.9/1457, intron 1 of 13)",7927,"Intron","chr20_531509-532082","Intron"
"chr20:645876-646233","chr20",645876,646233,646054,182,636054,656054,"","SRXN1","SRXN1","SRXN1",7316,"Distal Intergenic",6967,"Intergenic","chr20_645876-646233","Intergenic"
"chr20:1469882-1470373","chr20",1469882,1470373,1470127,531,1460127,1480127,"NSFL1C","SIRPB2,NSFL1C","SIRPB2","NSFL1C",3715,"Intron (ENST00000553571.5/284759, intron 3 of 6)",-2964,"Intron","chr20_1469882-1470373","Intron"
"chr20:2919492-2919783","chr20",2919492,2919783,2919637,65,2909637,2929637,"","PTPRA","PTPRA","PTPRA",55453,"Intron (ENST00000455631.5/5786, intron 1 of 6)",-3424,"Intron","chr20_2919492-2919783","Intron"
"chr20:3374264-3374684","chr20",3374264,3374684,3374474,123,3364474,3384474,"LOC124904983","LOC124904983,DNAAF9","DNAAF9","DNAAF9",33151,"Intron (ENST00000252032.10/25943, intron 5 of 36)",-9545,"Intron","chr20_3374264-3374684","Intron"
"chr20:3408562-3409045","chr20",3408562,3409045,3408803,564,3398803,3418803,"LOC105372509,DNAAF9","LOC105372508,LOC105372509,DNAAF9","LOC105372509","DNAAF9",-1178,"Promoter (<=1kb)",63,"Promoter","chr20_3408562-3409045","Promoter"
"chr20:3547911-3548260","chr20",3547911,3548260,3548085,73,3538085,3558085,"","ATRN","ATRN","ATRN",77045,"Intron (ENST00000262919.10/8455, intron 5 of 28)",76803,"Intron","chr20_3547911-3548260","Intron"
"chr20:4135491-4136030","chr20",4135491,4136030,4135760,715,4125760,4145760,"","SMOX","SMOX","SMOX",14780,"Intron (ENST00000493223.1/54498, intron 1 of 1)",-12749,"Intron","chr20_4135491-4136030","Intron"
"chr20:4761677-4762028","chr20",4761677,4762028,4761852,136,4751852,4771852,"","","RASSF2","RASSF2",61793,"Exon (ENST00000758402.1/ENST00000758402.1, exon 2 of 2)",-21009,"Exon","chr20_4761677-4762028","Exon"
"chr20:6095272-6095661","chr20",6095272,6095661,6095466,102,6085466,6105466,"","FERMT1","FERMT1","FERMT1",28078,"Promoter (1-2kb)",-1100,"Promoter","chr20_6095272-6095661","Promoter"
"chr20:7488243-7488532","chr20",7488243,7488532,7488387,60,7478387,7498387,"","","MIR8062","HAO1",452087,"Distal Intergenic",116635,"Intergenic","chr20_7488243-7488532","Intergenic"
"chr20:7714438-7714900","chr20",7714438,7714900,7714669,183,7704669,7724669,"","","HAO1","HAO1",225805,"Intron (ENST00000839999.1/ENST00000839999.1, intron 3 of 4)",225558,"Intron","chr20_7714438-7714900","Intron"
"chr20:7981287-7981755","chr20",7981287,7981755,7981521,228,7971521,7991521,"","TMX4","TMX4","TMX4",38308,"3' UTR",32175,"3UTR","chr20_7981287-7981755","3UTR"
"chr20:8189996-8190986","chr20",8189996,8190986,8190491,909,8180491,8200491,"","PLCB1","PLCB1","PLCB1",113240,"Intron (ENST00000637919.1/23236, intron 2 of 32)",39671,"Intron","chr20_8189996-8190986","Intron"
"chr20:8250573-8251048","chr20",8250573,8251048,8250810,78,8240810,8260810,"PLCB1-IT1","PLCB1-IT1,PLCB1","PLCB1","PLCB1",173559,"Intron (ENST00000637919.1/23236, intron 2 of 32)",1848,"Intron","chr20_8250573-8251048","Intron"
"chr20:8809310-8809930","chr20",8809310,8809930,8809620,696,8799620,8819620,"","LOC105372522,PLCB1","PLCB1","PLCB1",732369,"Intron (ENST00000637919.1/23236, intron 32 of 32)",19088,"Intron","chr20_8809310-8809930","Intron"
"chr20:9863927-9864338","chr20",9863927,9864338,9864132,32,9854132,9874132,"","","PAK5","PAK5",-25091,"Intron (ENST00000656748.1/ENST00000656748.1, intron 2 of 2)",-24851,"Intron","chr20_9863927-9864338","Intron"
"chr20:10263712-10264088","chr20",10263712,10264088,10263900,172,10253900,10273900,"","SNAP25-AS1,LOC105372524,SNAP25","SNAP25","SNAP25",45070,"Intron (ENST00000693732.1/105372524, intron 1 of 4)",-11431,"Intron","chr20_10263712-10264088","Intron"
"chr20:10367901-10368215","chr20",10367901,10368215,10368058,95,10358058,10378058,"SNAP25-AS1","SNAP25-AS1","SNAP25-AS1","MKKS",66164,"Promoter (<=1kb)",561,"Promoter","chr20_10367901-10368215","Promoter"
"chr20:10370145-10370674","chr20",10370145,10370674,10370409,805,10360409,10380409,"SNAP25-AS1","SNAP25-AS1","SNAP25-AS1","MKKS",63813,"Promoter (1-2kb)",-1297,"Promoter","chr20_10370145-10370674","Promoter"
"chr20:10540843-10541196","chr20",10540843,10541196,10541019,23,10531019,10551019,"","SLX4IP","SLX4IP","SLX4IP",105716,"Intron (ENST00000334534.10/128710, intron 2 of 7)",-57479,"Intron","chr20_10540843-10541196","Intron"
"chr20:10708855-10709302","chr20",10708855,10709302,10709078,146,10699078,10719078,"","LINC01752","LINC01752","JAG1",-34971,"Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",11906,"Intron","chr20_10708855-10709302","Intron"
"chr20:10711198-10711943","chr20",10711198,10711943,10711570,312,10701570,10721570,"","LINC01752","LINC01752","JAG1",-37463,"Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",14249,"Intron","chr20_10711198-10711943","Intron"
"chr20:10949789-10950327","chr20",10949789,10950327,10950058,341,10940058,10960058,"","","LINC02871","JAG1",-275951,"Intron (ENST00000605292.5/ENST00000605292.5, intron 4 of 4)",-36266,"Intron","chr20_10949789-10950327","Intron"
"chr20:11687604-11688096","chr20",11687604,11688096,11687850,346,11677850,11697850,"LOC107985384","LOC107985384","LOC107985384","BTBD3",-202873,"Promoter (<=1kb)",-281,"Promoter","chr20_11687604-11688096","Promoter"
"chr20:11792478-11792889","chr20",11792478,11792889,11792683,105,11782683,11802683,"","","LOC105372530","BTBD3",-98040,"Distal Intergenic",-14337,"Intergenic","chr20_11792478-11792889","Intergenic"
"chr20:11982677-11983059","chr20",11982677,11983059,11982868,40,11972868,11992868,"","","BTBD3","BTBD3",92145,"Distal Intergenic",61111,"Intergenic","chr20_11982677-11983059","Intergenic"
"chr20:12177613-12177925","chr20",12177613,12177925,12177769,50,12167769,12187769,"","","LOC107985406","BTBD3",287046,"Distal Intergenic",140281,"Intergenic","chr20_12177613-12177925","Intergenic"
"chr20:12452329-12452634","chr20",12452329,12452634,12452481,51,12442481,12462481,"","","LOC124904871","BTBD3",561758,"Distal Intergenic",-54229,"Intergenic","chr20_12452329-12452634","Intergenic"
"chr20:12946911-12947213","chr20",12946911,12947213,12947062,40,12937062,12957062,"LINC01723,LINC01722,LOC102606466","LINC01723,LINC01722,LOC102606466,LOC105372535","LOC105372535","SPTLC3",-61917,"Intron (ENST00000724535.1/105372535, intron 4 of 5)",-3069,"Intron","chr20_12946911-12947213","Intron"
"chr20:12977533-12978545","chr20",12977533,12978545,12978039,888,12968039,12988039,"","LINC01723,LOC105372535","LOC105372535","SPTLC3",-30940,"Intron (ENST00000716722.1/105372535, intron 5 of 5)",-25014,"Intron","chr20_12977533-12978545","Intron"
"chr20:12999161-12999552","chr20",12999161,12999552,12999356,166,12989356,13009356,"SPTLC3","LINC01723,SPTLC3","LINC01723","SPTLC3",-9623,"Intron (ENST00000724528.1/100505515, intron 3 of 3)",-9420,"Intron","chr20_12999161-12999552","Intron"
"chr20:13058905-13059286","chr20",13058905,13059286,13059095,216,13049095,13069095,"","SPTLC3","SPTLC3","SPTLC3",50116,"Intron (ENST00000399002.7/55304, intron 2 of 11)",49556,"Intron","chr20_13058905-13059286","Intron"
"chr20:13090101-13090429","chr20",13090101,13090429,13090265,76,13080265,13100265,"","SPTLC3","SPTLC3","SPTLC3",81286,"Intron (ENST00000399002.7/55304, intron 4 of 11)",-36217,"Intron","chr20_13090101-13090429","Intron"
"chr20:13243565-13244201","chr20",13243565,13244201,13243883,113,13233883,13253883,"ISM1-AS1","ISM1-AS1,ISM1","ISM1","ISM1",22112,"Exon (ENST00000802690.1/ENST00000802690.1, exon 2 of 2)",-3869,"Exon","chr20_13243565-13244201","Exon"
"chr20:13336612-13336960","chr20",13336612,13336960,13336786,117,13326786,13346786,"","","ISM1","ISM1",115015,"Distal Intergenic",-96916,"Intergenic","chr20_13336612-13336960","Intergenic"
"chr20:13424273-13424716","chr20",13424273,13424716,13424494,73,13414494,13434494,"","TASP1","TASP1","TASP1",214446,"Intron (ENST00000480436.5/55617, intron 12 of 13)",-184577,"Intron","chr20_13424273-13424716","Intron"
"chr20:14251844-14252156","chr20",14251844,14252156,14252000,61,14242000,14262000,"","MACROD2","MACROD2","MACROD2",256631,"Intron (ENST00000217246.8/140733, intron 3 of 16)",85452,"Intron","chr20_14251844-14252156","Intron"
"chr20:14609551-14610071","chr20",14609551,14610071,14609811,391,14599811,14619811,"","MACROD2,MACROD2-IT1","MACROD2-IT1","MACROD2",614442,"Intron (ENST00000217246.8/140733, intron 4 of 16)",-16842,"Intron","chr20_14609551-14610071","Intron"
"chr20:14879108-14879525","chr20",14879108,14879525,14879316,125,14869316,14889316,"","MACROD2-AS1,MACROD2","MACROD2","MACROD2",883947,"Intron (ENST00000217246.8/140733, intron 5 of 16)",49949,"Intron","chr20_14879108-14879525","Intron"
"chr20:14979524-14979988","chr20",14979524,14979988,14979756,80,14969756,14989756,"","MACROD2","MACROD2","MACROD2",984387,"Intron (ENST00000217246.8/140733, intron 5 of 16)",-49989,"Intron","chr20_14979524-14979988","Intron"
"chr20:14985171-14985496","chr20",14985171,14985496,14985333,74,14975333,14995333,"","MACROD2","MACROD2","MACROD2",989964,"Intron (ENST00000217246.8/140733, intron 5 of 16)",-55636,"Intron","chr20_14985171-14985496","Intron"
"chr20:14986061-14986597","chr20",14986061,14986597,14986329,931,14976329,14996329,"","MACROD2","MACROD2","MACROD2",990960,"Intron (ENST00000217246.8/140733, intron 5 of 16)",-56526,"Intron","chr20_14986061-14986597","Intron"
"chr20:16115293-16115582","chr20",16115293,16115582,16115437,24,16105437,16125437,"","","MACROD2","MACROD2",2120068,"Intron (ENST00000721848.1/ENST00000721848.1, intron 1 of 2)",128122,"Intron","chr20_16115293-16115582","Intron"
"chr20:16271497-16271865","chr20",16271497,16271865,16271681,80,16261681,16281681,"","KIF16B","KIF16B","KIF16B",301753,"Distal Intergenic",-11894,"Intergenic","chr20_16271497-16271865","Intergenic"
"chr20:17315791-17316129","chr20",17315791,17316129,17315960,85,17305960,17325960,"","LOC105372546,PCSK2","PCSK2","PCSK2",89853,"Intron (ENST00000377899.5/5126, intron 3 of 12)",11573,"Intron","chr20_17315791-17316129","Intron"
"chr20:17444020-17444451","chr20",17444020,17444451,17444235,164,17434235,17454235,"","PCSK2","PCSK2","PCSK2",218128,"Intron (ENST00000377899.5/5126, intron 9 of 12)",-18982,"Intron","chr20_17444020-17444451","Intron"
"chr20:17722095-17722468","chr20",17722095,17722468,17722281,141,17712281,17732281,"","BANF2","BANF2","BANF2",28609,"Intron (ENST00000545418.2/140836, intron 1 of 2)",-8711,"Intron","chr20_17722095-17722468","Intron"
"chr20:17985749-17986056","chr20",17985749,17986056,17985902,51,17975902,17995902,"","OVOL2,MGME1","MGME1","OVOL2",73286,"Intron (ENST00000377710.10/92667, intron 3 of 4)",15692,"Intron","chr20_17985749-17986056","Intron"
"chr20:18143105-18143450","chr20",18143105,18143450,18143277,76,18133277,18153277,"PET117,KAT14","PET117,KAT14","KAT14","KAT14",5159,"Promoter (1-2kb)",-1649,"Promoter","chr20_18143105-18143450","Promoter"
"chr20:18465896-18466257","chr20",18465896,18466257,18466076,64,18456076,18476076,"MIR3192,POLR3F,DZANK1","MIR3192,POLR3F,DZANK1","DZANK1","DZANK1",1205,"Promoter (<=1kb)",-515,"Promoter","chr20_18465896-18466257","Promoter"
"chr20:20548366-20548933","chr20",20548366,20548933,20548649,517,20538649,20558649,"","RALGAPA2","RALGAPA2","RALGAPA2",163839,"Intron (ENST00000202677.12/57186, intron 23 of 39)",-35766,"Intron","chr20_20548366-20548933","Intron"
"chr20:20710698-20711185","chr20",20710698,20711185,20710941,356,20700941,20720941,"RALGAPA2","RALGAPA2","RALGAPA2","RALGAPA2",1547,"Intron (ENST00000202677.12/57186, intron 1 of 39)",1459,"Intron","chr20_20710698-20711185","Intron"
"chr20:21017641-21017970","chr20",21017641,21017970,21017805,103,21007805,21027805,"","","LINC00237","KIZ",-108178,"Distal Intergenic",47407,"Intergenic","chr20_21017641-21017970","Intergenic"
"chr20:21134931-21135371","chr20",21134931,21135371,21135151,426,21125151,21145151,"KIZ","KIZ","KIZ","KIZ",9168,"Intron (ENST00000619574.4/55857, intron 1 of 10)",8849,"Intron","chr20_21134931-21135371","Intron"
"chr20:22411476-22412047","chr20",22411476,22412047,22411761,849,22401761,22421761,"","LOC284788","LOC284788","FOXA2",173694,"Intron (ENST00000635130.1/284788, intron 1 of 3)",8596,"Intron","chr20_22411476-22412047","Intron"
"chr20:22425580-22426061","chr20",22425580,22426061,22425820,422,22415820,22435820,"","LOC284788","LOC284788","FOXA2",159635,"Intron (ENST00000634280.1/284788, intron 2 of 4)",-4754,"Intron","chr20_22425580-22426061","Intron"
"chr20:22490765-22491304","chr20",22490765,22491304,22491034,1671,22481034,22501034,"","","LOC105372562","FOXA2",94421,"Distal Intergenic",-17390,"Intergenic","chr20_22490765-22491304","Intergenic"
"chr20:22511800-22512413","chr20",22511800,22512413,22512106,1748,22502106,22522106,"","LOC105372564","LOC105372564","FOXA2",73349,"Intron (ENST00000688813.1/105372564, intron 2 of 2)",11360,"Intron","chr20_22511800-22512413","Intron"
"chr20:22537005-22537507","chr20",22537005,22537507,22537256,129,22527256,22547256,"","","LOC105372564","FOXA2",48199,"Distal Intergenic",-12791,"Intergenic","chr20_22537005-22537507","Intergenic"
"chr20:22563136-22563551","chr20",22563136,22563551,22563343,287,22553343,22573343,"","LINC00261","LINC00261","FOXA2",22112,"Exon (ENST00000564492.1/140828, exon 4 of 4)",4405,"Exon","chr20_22563136-22563551","Exon"
"chr20:22578509-22578878","chr20",22578509,22578878,22578693,188,22568693,22588693,"LINC00261,FOXA2","LNCNEF,LINC00261,FOXA2","LINC00261","FOXA2",6762,"Promoter (<=1kb)",0,"Promoter","chr20_22578509-22578878","Promoter"
"chr20:22584111-22584515","chr20",22584111,22584515,22584313,245,22574313,22594313,"LINC00261,FOXA2","LNCNEF,LINC00261,FOXA2","FOXA2","FOXA2",1142,"Promoter (<=1kb)",57,"Promoter","chr20_22584111-22584515","Promoter"
"chr20:23585884-23586303","chr20",23585884,23586303,23586093,206,23576093,23596093,"","","CST9","CST9",19783,"Intron (ENST00000437612.1/ENST00000437612.1, intron 2 of 2)",-17400,"Intron","chr20_23585884-23586303","Intron"
"chr20:25046182-25046555","chr20",25046182,25046555,25046368,189,25036368,25056368,"","ACSS1","ACSS1","ACSS1",12612,"3' UTR",11584,"3UTR","chr20_25046182-25046555","3UTR"
"chr20:25054164-25054488","chr20",25054164,25054488,25054326,86,25044326,25064326,"ACSS1","LOC124904882,ACSS1","ACSS1","ACSS1",4654,"Intron (ENST00000432802.6/84532, intron 1 of 11)",3651,"Intron","chr20_25054164-25054488","Intron"
"chr20:25061345-25061781","chr20",25061345,25061781,25061563,334,25051563,25071563,"LOC124904882,ACSS1","LOC124904882,VSX1,ACSS1","LOC124904882","ACSS1",-2583,"Distal Intergenic",-2365,"Intergenic","chr20_25061345-25061781","Upstream"
"chr20:25115215-25115688","chr20",25115215,25115688,25115451,422,25105451,25125451,"","","LOC284798","VSX1",-33086,"Distal Intergenic",28782,"Intergenic","chr20_25115215-25115688","Intergenic"
"chr20:25339533-25339956","chr20",25339533,25339956,25339744,211,25329744,25349744,"","ABHD12","ABHD12","ABHD12",51239,"Promoter (<=1kb)",0,"Promoter","chr20_25339533-25339956","Promoter"
"chr20:25378352-25378753","chr20",25378352,25378753,25378552,304,25368552,25388552,"","ABHD12","ABHD12","ABHD12",12431,"Intron (ENST00000376542.8/26090, intron 1 of 12)",11199,"Intron","chr20_25378352-25378753","Intron"
"chr20:31608535-31609125","chr20",31608535,31609125,31608830,2129,31598830,31618830,"MIR3193,LOC105372588","MIR3193,LOC105372588,ID1","MIR3193","ID1",3547,"Distal Intergenic",1349,"Intergenic","chr20_31608535-31609125","Intergenic"
"chr20:31697177-31697645","chr20",31697177,31697645,31697411,269,31687411,31707411,"","BCL2L1-AS1,BCL2L1","BCL2L1","BCL2L1",26578,"Intron (ENST00000412972.2/105372589, intron 3 of 3)",21772,"Intron","chr20_31697177-31697645","Intron"
"chr20:31704590-31705156","chr20",31704590,31705156,31704873,1541,31694873,31714873,"","BCL2L1-AS1,BCL2L1","BCL2L1","BCL2L1",19116,"Intron (ENST00000412972.2/105372589, intron 3 of 3)",14261,"Intron","chr20_31704590-31705156","Intron"
"chr20:31706659-31707246","chr20",31706659,31707246,31706952,183,31696952,31716952,"","BCL2L1-AS1,BCL2L1","BCL2L1","BCL2L1",17037,"Intron (ENST00000412972.2/105372589, intron 3 of 3)",12171,"Intron","chr20_31706659-31707246","Intron"
"chr20:31719781-31720363","chr20",31719781,31720363,31720072,263,31710072,31730072,"ABALON,BCL2L1","ABALON,BCL2L1-AS1,BCL2L1","BCL2L1","BCL2L1",3917,"Promoter (<=1kb)",-364,"Promoter","chr20_31719781-31720363","Promoter"
"chr20:32128232-32128570","chr20",32128232,32128570,32128401,162,32118401,32138401,"","TM9SF4","TM9SF4","TM9SF4",18895,"Intron (ENST00000398022.7/9777, intron 1 of 17)",18465,"Intron","chr20_32128232-32128570","Intron"
"chr20:32289590-32290156","chr20",32289590,32290156,32289873,2410,32279873,32299873,"","KIF3B","KIF3B","KIF3B",12209,"Intron (ENST00000375712.4/9371, intron 1 of 8)",11939,"Intron","chr20_32289590-32290156","Intron"
"chr20:32368293-32368771","chr20",32368293,32368771,32368532,497,32358532,32378532,"","ASXL1","ASXL1","ASXL1",10188,"Intron (ENST00000651418.1/171023, intron 3 of 13)",1909,"Intron","chr20_32368293-32368771","Intron"
"chr20:32777114-32777474","chr20",32777114,32777474,32777294,146,32767294,32787294,"","DNMT3B","DNMT3B","DNMT3B",14909,"Intron (ENST00000696231.1/1789, intron 1 of 21)",-2378,"Intron","chr20_32777114-32777474","Intron"
"chr20:33512970-33513541","chr20",33512970,33513541,33513255,1846,33503255,33523255,"","CBFA2T2","CBFA2T2","CBFA2T2",23180,"Intron (ENST00000471007.1/9139, intron 1 of 3)",22853,"Intron","chr20_33512970-33513541","Intron"
"chr20:34004738-34005331","chr20",34004738,34005331,34005034,841,33995034,34015034,"","RALY","RALY","RALY",11388,"Intron (ENST00000375114.7/22913, intron 1 of 8)",-10325,"Intron","chr20_34004738-34005331","Intron"
"chr20:34310325-34310778","chr20",34310325,34310778,34310551,274,34300551,34320551,"AHCY","AHCY","AHCY","AHCY",1251,"Intron (ENST00000538132.1/191, intron 1 of 9)",1024,"Intron","chr20_34310325-34310778","Intron"
"chr20:34511971-34512338","chr20",34511971,34512338,34512154,188,34502154,34522154,"DYNLRB1","DYNLRB1,ITCH","ITCH","ITCH",148919,"Intron (ENST00000696978.1/83737, intron 25 of 29)",-4057,"Intron","chr20_34511971-34512338","Intron"
"chr20:34605480-34605887","chr20",34605480,34605887,34605683,123,34595683,34615683,"","PIGU","PIGU","PIGU",93107,"Intron (ENST00000217446.8/128869, intron 7 of 11)",10206,"Intron","chr20_34605480-34605887","Intron"
"chr20:34717550-34717925","chr20",34717550,34717925,34717737,60,34707737,34727737,"","NCOA6,TP53INP2","NCOA6","NCOA6",107912,"Intron (ENST00000628752.2/23054, intron 5 of 5)",12815,"Intron","chr20_34717550-34717925","Intron"
"chr20:35099224-35099546","chr20",35099224,35099546,35099385,68,35089385,35109385,"TRPC4AP","TRPC4AP","TRPC4AP","TRPC4AP",-6514,"Distal Intergenic",-6417,"Intergenic","chr20_35099224-35099546","Intergenic"
"chr20:35285960-35286435","chr20",35285960,35286435,35286197,487,35276197,35296197,"MMP24OS,MMP24-AS1-EDEM2,FAM83C,FAM83C-AS1,EIF6","MMP24OS,MMP24,MMP24-AS1-EDEM2,FAM83C,FAM83C-AS1,EIF6","FAM83C","FAM83C",6204,"Promoter (<=1kb)",-975,"Promoter","chr20_35285960-35286435","Promoter"
